Date,Crop,Price_per_Ton_EGP
2024-01-03,Maize (ذرة صفراء),10838.03
2024-01-04,Maize (ذرة صفراء),10789.66
2024-01-05,Maize (ذرة صفراء),10840.9
2024-01-06,Maize (ذرة صفراء),10984.31
2024-01-07,Maize (ذرة صفراء),11019.56
2024-01-08,Maize (ذرة صفراء),10919.85
2024-01-09,Maize (ذرة صفراء),10959.83
2024-01-10,Maize (ذرة صفراء),11063.97
2024-01-11,Maize (ذرة صفراء),11014.8
2024-01-12,Maize (ذرة صفراء),11006.32
2024-01-13,Maize (ذرة صفراء),11010.71
2024-01-14,Maize (ذرة صفراء),10947.37
2024-01-15,Maize (ذرة صفراء),11006.1
2024-01-16,Maize (ذرة صفراء),10999.67
2024-01-17,Maize (ذرة صفراء),11039.41
2024-01-18,Maize (ذرة صفراء),10968.3
2024-01-19,Maize (ذرة صفراء),10935.67
2024-01-20,Maize (ذرة صفراء),11001.85
2024-01-21,Maize (ذرة صفراء),10975.17
2024-01-22,Maize (ذرة صفراء),11127.2
2024-01-23,Maize (ذرة صفراء),11098.69
2024-01-24,Maize (ذرة صفراء),11123.48
2024-01-25,Maize (ذرة صفراء),11208.66
2024-01-26,Maize (ذرة صفراء),11094.23
2024-01-27,Maize (ذرة صفراء),10950.91
2024-01-28,Maize (ذرة صفراء),10827.8
2024-01-29,Maize (ذرة صفراء),10941.9
2024-01-30,Maize (ذرة صفراء),10901.99
2024-01-31,Maize (ذرة صفراء),11126.64
2024-02-01,Maize (ذرة صفراء),11086.09
2024-02-02,Maize (ذرة صفراء),11109.4
2024-02-03,Maize (ذرة صفراء),11248.31
2024-02-04,Maize (ذرة صفراء),11426.85
2024-02-05,Maize (ذرة صفراء),11610.31
2024-02-06,Maize (ذرة صفراء),11721.45
2024-02-07,Maize (ذرة صفراء),11817.11
2024-02-08,Maize (ذرة صفراء),11876.29
2024-02-09,Maize (ذرة صفراء),11951.45
2024-02-10,Maize (ذرة صفراء),11913.79
2024-02-11,Maize (ذرة صفراء),11853.61
2024-02-12,Maize (ذرة صفراء),11862.88
2024-02-13,Maize (ذرة صفراء),11858.15
2024-02-14,Maize (ذرة صفراء),11829.53
2024-02-15,Maize (ذرة صفراء),11898.81
2024-02-16,Maize (ذرة صفراء),11990.26
2024-02-17,Maize (ذرة صفراء),12008.19
2024-02-18,Maize (ذرة صفراء),12144.37
2024-02-19,Maize (ذرة صفراء),12058.07
2024-02-20,Maize (ذرة صفراء),12052.51
2024-02-21,Maize (ذرة صفراء),12002.63
2024-02-22,Maize (ذرة صفراء),11855.18
2024-02-23,Maize (ذرة صفراء),11859.5
2024-02-24,Maize (ذرة صفراء),11860.65
2024-02-25,Maize (ذرة صفراء),12000.93
2024-02-26,Maize (ذرة صفراء),12066.33
2024-02-27,Maize (ذرة صفراء),11991.18
2024-02-28,Maize (ذرة صفراء),12160.82
2024-02-29,Maize (ذرة صفراء),12276.77
2024-03-01,Maize (ذرة صفراء),12338.54
2024-03-02,Maize (ذرة صفراء),12331.69
2024-03-03,Maize (ذرة صفراء),12262.67
2024-03-04,Maize (ذرة صفراء),12243.67
2024-03-05,Maize (ذرة صفراء),12348.95
2024-03-06,Maize (ذرة صفراء),12521.99
2024-03-07,Maize (ذرة صفراء),12666.12
2024-03-08,Maize (ذرة صفراء),12637.61
2024-03-09,Maize (ذرة صفراء),12555.59
2024-03-10,Maize (ذرة صفراء),12580.79
2024-03-11,Maize (ذرة صفراء),12443.79
2024-03-12,Maize (ذرة صفراء),12484.65
2024-03-13,Maize (ذرة صفراء),12485.58
2024-03-14,Maize (ذرة صفراء),12459.51
2024-03-15,Maize (ذرة صفراء),12337.58
2024-03-16,Maize (ذرة صفراء),12394.92
2024-03-17,Maize (ذرة صفراء),12363.38
2024-03-18,Maize (ذرة صفراء),12277.74
2024-03-19,Maize (ذرة صفراء),12047.45
2024-03-20,Maize (ذرة صفراء),12059.01
2024-03-21,Maize (ذرة صفراء),12223.6
2024-03-22,Maize (ذرة صفراء),12378.79
2024-03-23,Maize (ذرة صفراء),12353.96
2024-03-24,Maize (ذرة صفراء),12316.83
2024-03-25,Maize (ذرة صفراء),12370.76
2024-03-26,Maize (ذرة صفراء),12300.01
2024-03-27,Maize (ذرة صفراء),12339.79
2024-03-28,Maize (ذرة صفراء),12419.05
2024-03-29,Maize (ذرة صفراء),12537.5
2024-03-30,Maize (ذرة صفراء),12543.15
2024-03-31,Maize (ذرة صفراء),12540.0
2024-04-01,Maize (ذرة صفراء),12479.54
2024-04-02,Maize (ذرة صفراء),12423.41
2024-04-03,Maize (ذرة صفراء),12418.31
2024-04-04,Maize (ذرة صفراء),12463.68
2024-04-05,Maize (ذرة صفراء),12555.45
2024-04-06,Maize (ذرة صفراء),12501.28
2024-04-07,Maize (ذرة صفراء),12642.23
2024-04-08,Maize (ذرة صفراء),12633.22
2024-04-09,Maize (ذرة صفراء),12645.41
2024-04-10,Maize (ذرة صفراء),12595.87
2024-04-11,Maize (ذرة صفراء),12403.73
2024-04-12,Maize (ذرة صفراء),12492.75
2024-04-13,Maize (ذرة صفراء),12569.21
2024-04-14,Maize (ذرة صفراء),12559.07
2024-04-15,Maize (ذرة صفراء),12578.48
2024-04-16,Maize (ذرة صفراء),12635.98
2024-04-17,Maize (ذرة صفراء),12516.75
2024-04-18,Maize (ذرة صفراء),12485.29
2024-04-19,Maize (ذرة صفراء),12566.24
2024-04-20,Maize (ذرة صفراء),12472.98
2024-04-21,Maize (ذرة صفراء),12511.2
2024-04-22,Maize (ذرة صفراء),12409.08
2024-04-23,Maize (ذرة صفراء),12461.82
2024-04-24,Maize (ذرة صفراء),12471.79
2024-04-25,Maize (ذرة صفراء),12347.4
2024-04-26,Maize (ذرة صفراء),12459.2
2024-04-27,Maize (ذرة صفراء),12409.45
2024-04-28,Maize (ذرة صفراء),12353.16
2024-04-29,Maize (ذرة صفراء),12382.68
2024-04-30,Maize (ذرة صفراء),12492.66
2024-05-01,Maize (ذرة صفراء),12418.55
2024-05-02,Maize (ذرة صفراء),12435.89
2024-05-03,Maize (ذرة صفراء),12484.31
2024-05-04,Maize (ذرة صفراء),12555.07
2024-05-05,Maize (ذرة صفراء),12581.78
2024-05-06,Maize (ذرة صفراء),12562.15
2024-05-07,Maize (ذرة صفراء),12503.23
2024-05-08,Maize (ذرة صفراء),12521.83
2024-05-09,Maize (ذرة صفراء),12441.82
2024-05-10,Maize (ذرة صفراء),12204.49
2024-05-11,Maize (ذرة صفراء),12252.42
2024-05-12,Maize (ذرة صفراء),12339.91
2024-05-13,Maize (ذرة صفراء),12149.57
2024-05-14,Maize (ذرة صفراء),12074.07
2024-05-15,Maize (ذرة صفراء),12136.87
2024-05-16,Maize (ذرة صفراء),12321.75
2024-05-17,Maize (ذرة صفراء),12333.34
2024-05-18,Maize (ذرة صفراء),12281.11
2024-05-19,Maize (ذرة صفراء),12275.02
2024-05-20,Maize (ذرة صفراء),12401.17
2024-05-21,Maize (ذرة صفراء),12355.36
2024-05-22,Maize (ذرة صفراء),12296.33
2024-05-23,Maize (ذرة صفراء),12264.02
2024-05-24,Maize (ذرة صفراء),12191.51
2024-05-25,Maize (ذرة صفراء),12210.26
2024-05-26,Maize (ذرة صفراء),12356.49
2024-05-27,Maize (ذرة صفراء),12391.88
2024-05-28,Maize (ذرة صفراء),12378.15
2024-05-29,Maize (ذرة صفراء),12360.87
2024-05-30,Maize (ذرة صفراء),12235.31
2024-05-31,Maize (ذرة صفراء),12317.47
2024-06-01,Maize (ذرة صفراء),12317.74
2024-06-02,Maize (ذرة صفراء),12309.08
2024-06-03,Maize (ذرة صفراء),12586.95
2024-06-04,Maize (ذرة صفراء),12618.58
2024-06-05,Maize (ذرة صفراء),12560.7
2024-06-06,Maize (ذرة صفراء),12530.26
2024-06-07,Maize (ذرة صفراء),12633.46
2024-06-08,Maize (ذرة صفراء),12648.43
2024-06-09,Maize (ذرة صفراء),12531.31
2024-06-10,Maize (ذرة صفراء),12614.34
2024-06-11,Maize (ذرة صفراء),12562.21
2024-06-12,Maize (ذرة صفراء),12725.88
2024-06-13,Maize (ذرة صفراء),12821.88
2024-06-14,Maize (ذرة صفراء),12787.83
2024-06-15,Maize (ذرة صفراء),12900.45
2024-06-16,Maize (ذرة صفراء),12909.72
2024-06-17,Maize (ذرة صفراء),12985.47
2024-06-18,Maize (ذرة صفراء),13029.7
2024-06-19,Maize (ذرة صفراء),12960.54
2024-06-20,Maize (ذرة صفراء),12908.39
2024-06-21,Maize (ذرة صفراء),12998.24
2024-06-22,Maize (ذرة صفراء),12971.85
2024-06-23,Maize (ذرة صفراء),12939.36
2024-06-24,Maize (ذرة صفراء),12859.76
2024-06-25,Maize (ذرة صفراء),12897.1
2024-06-26,Maize (ذرة صفراء),13073.52
2024-06-27,Maize (ذرة صفراء),12983.63
2024-06-28,Maize (ذرة صفراء),12986.3
2024-06-29,Maize (ذرة صفراء),13106.7
2024-06-30,Maize (ذرة صفراء),13100.05
2024-07-01,Maize (ذرة صفراء),13138.38
2024-07-02,Maize (ذرة صفراء),13047.71
2024-07-03,Maize (ذرة صفراء),13083.51
2024-07-04,Maize (ذرة صفراء),13066.75
2024-07-05,Maize (ذرة صفراء),13149.44
2024-07-06,Maize (ذرة صفراء),13249.03
2024-07-07,Maize (ذرة صفراء),13467.56
2024-07-08,Maize (ذرة صفراء),13515.01
2024-07-09,Maize (ذرة صفراء),13540.63
2024-07-10,Maize (ذرة صفراء),13554.85
2024-07-11,Maize (ذرة صفراء),13522.28
2024-07-12,Maize (ذرة صفراء),13548.27
2024-07-13,Maize (ذرة صفراء),13520.13
2024-07-14,Maize (ذرة صفراء),13531.19
2024-07-15,Maize (ذرة صفراء),13639.69
2024-07-16,Maize (ذرة صفراء),13550.4
2024-07-17,Maize (ذرة صفراء),13643.32
2024-07-18,Maize (ذرة صفراء),13751.07
2024-07-19,Maize (ذرة صفراء),13736.6
2024-07-20,Maize (ذرة صفراء),13551.57
2024-07-21,Maize (ذرة صفراء),13495.01
2024-07-22,Maize (ذرة صفراء),13600.13
2024-07-23,Maize (ذرة صفراء),13592.84
2024-07-24,Maize (ذرة صفراء),13502.32
2024-07-25,Maize (ذرة صفراء),13453.61
2024-07-26,Maize (ذرة صفراء),13519.05
2024-07-27,Maize (ذرة صفراء),13559.28
2024-07-28,Maize (ذرة صفراء),13532.51
2024-07-29,Maize (ذرة صفراء),13494.65
2024-07-30,Maize (ذرة صفراء),13454.47
2024-07-31,Maize (ذرة صفراء),13368.96
2024-08-01,Maize (ذرة صفراء),13498.96
2024-08-02,Maize (ذرة صفراء),13464.04
2024-08-03,Maize (ذرة صفراء),13559.77
2024-08-04,Maize (ذرة صفراء),13681.16
2024-08-05,Maize (ذرة صفراء),13757.89
2024-08-06,Maize (ذرة صفراء),13712.87
2024-08-07,Maize (ذرة صفراء),13738.67
2024-08-08,Maize (ذرة صفراء),13727.89
2024-08-09,Maize (ذرة صفراء),13642.17
2024-08-10,Maize (ذرة صفراء),13660.65
2024-08-11,Maize (ذرة صفراء),13551.15
2024-08-12,Maize (ذرة صفراء),13642.63
2024-08-13,Maize (ذرة صفراء),13593.5
2024-08-14,Maize (ذرة صفراء),13600.78
2024-08-15,Maize (ذرة صفراء),13614.86
2024-08-16,Maize (ذرة صفراء),13582.68
2024-08-17,Maize (ذرة صفراء),13622.22
2024-08-18,Maize (ذرة صفراء),13571.35
2024-08-19,Maize (ذرة صفراء),13634.75
2024-08-20,Maize (ذرة صفراء),13509.52
2024-08-21,Maize (ذرة صفراء),13509.28
2024-08-22,Maize (ذرة صفراء),13662.96
2024-08-23,Maize (ذرة صفراء),13566.65
2024-08-24,Maize (ذرة صفراء),13497.62
2024-08-25,Maize (ذرة صفراء),13529.74
2024-08-26,Maize (ذرة صفراء),13533.29
2024-08-27,Maize (ذرة صفراء),13551.25
2024-08-28,Maize (ذرة صفراء),13580.86
2024-08-29,Maize (ذرة صفراء),13622.71
2024-08-30,Maize (ذرة صفراء),13704.81
2024-08-31,Maize (ذرة صفراء),13727.29
2024-09-01,Maize (ذرة صفراء),13694.32
2024-09-02,Maize (ذرة صفراء),13738.91
2024-09-03,Maize (ذرة صفراء),13887.7
2024-09-04,Maize (ذرة صفراء),13863.63
2024-09-05,Maize (ذرة صفراء),13767.9
2024-09-06,Maize (ذرة صفراء),13849.0
2024-09-07,Maize (ذرة صفراء),13825.67
2024-09-08,Maize (ذرة صفراء),13627.81
2024-09-09,Maize (ذرة صفراء),13686.57
2024-09-10,Maize (ذرة صفراء),13627.71
2024-09-11,Maize (ذرة صفراء),13606.58
2024-09-12,Maize (ذرة صفراء),13621.29
2024-09-13,Maize (ذرة صفراء),13623.9
2024-09-14,Maize (ذرة صفراء),13670.55
2024-09-15,Maize (ذرة صفراء),13619.83
2024-09-16,Maize (ذرة صفراء),13649.67
2024-09-17,Maize (ذرة صفراء),13613.78
2024-09-18,Maize (ذرة صفراء),13662.7
2024-09-19,Maize (ذرة صفراء),13701.08
2024-09-20,Maize (ذرة صفراء),13607.6
2024-09-21,Maize (ذرة صفراء),13685.9
2024-09-22,Maize (ذرة صفراء),13626.31
2024-09-23,Maize (ذرة صفراء),13680.92
2024-09-24,Maize (ذرة صفراء),13698.04
2024-09-25,Maize (ذرة صفراء),13840.17
2024-09-26,Maize (ذرة صفراء),13807.04
2024-09-27,Maize (ذرة صفراء),13763.19
2024-09-28,Maize (ذرة صفراء),13747.38
2024-09-29,Maize (ذرة صفراء),13707.45
2024-09-30,Maize (ذرة صفراء),13761.28
2024-10-01,Maize (ذرة صفراء),13609.73
2024-10-02,Maize (ذرة صفراء),13506.01
2024-10-03,Maize (ذرة صفراء),13401.1
2024-10-04,Maize (ذرة صفراء),13467.75
2024-10-05,Maize (ذرة صفراء),13599.04
2024-10-06,Maize (ذرة صفراء),13576.08
2024-10-07,Maize (ذرة صفراء),13547.67
2024-10-08,Maize (ذرة صفراء),13539.6
2024-10-09,Maize (ذرة صفراء),13624.37
2024-10-10,Maize (ذرة صفراء),13531.6
2024-10-11,Maize (ذرة صفراء),13537.96
2024-10-12,Maize (ذرة صفراء),13607.0
2024-10-13,Maize (ذرة صفراء),13635.79
2024-10-14,Maize (ذرة صفراء),13638.17
2024-10-15,Maize (ذرة صفراء),13709.57
2024-10-16,Maize (ذرة صفراء),13466.18
2024-10-17,Maize (ذرة صفراء),13510.25
2024-10-18,Maize (ذرة صفراء),13441.19
2024-10-19,Maize (ذرة صفراء),13272.19
2024-10-20,Maize (ذرة صفراء),13302.32
2024-10-21,Maize (ذرة صفراء),13405.85
2024-10-22,Maize (ذرة صفراء),13381.03
2024-10-23,Maize (ذرة صفراء),13448.98
2024-10-24,Maize (ذرة صفراء),13573.07
2024-10-25,Maize (ذرة صفراء),13671.99
2024-10-26,Maize (ذرة صفراء),13798.64
2024-10-27,Maize (ذرة صفراء),13849.09
2024-10-28,Maize (ذرة صفراء),13842.97
2024-10-29,Maize (ذرة صفراء),13694.4
2024-10-30,Maize (ذرة صفراء),13661.19
2024-10-31,Maize (ذرة صفراء),13577.35
2024-11-01,Maize (ذرة صفراء),13749.84
2024-11-02,Maize (ذرة صفراء),13722.99
2024-11-03,Maize (ذرة صفراء),13721.68
2024-11-04,Maize (ذرة صفراء),13756.92
2024-11-05,Maize (ذرة صفراء),13749.13
2024-11-06,Maize (ذرة صفراء),13881.86
2024-11-07,Maize (ذرة صفراء),13817.73
2024-11-08,Maize (ذرة صفراء),13823.21
2024-11-09,Maize (ذرة صفراء),13749.2
2024-11-10,Maize (ذرة صفراء),13626.26
2024-11-11,Maize (ذرة صفراء),13563.68
2024-11-12,Maize (ذرة صفراء),13550.11
2024-11-13,Maize (ذرة صفراء),13503.37
2024-11-14,Maize (ذرة صفراء),13434.43
2024-11-15,Maize (ذرة صفراء),13304.99
2024-11-16,Maize (ذرة صفراء),13288.19
2024-11-17,Maize (ذرة صفراء),13150.73
2024-11-18,Maize (ذرة صفراء),13205.96
2024-11-19,Maize (ذرة صفراء),13203.78
2024-11-20,Maize (ذرة صفراء),13070.89
2024-11-21,Maize (ذرة صفراء),13035.79
2024-11-22,Maize (ذرة صفراء),12963.24
2024-11-23,Maize (ذرة صفراء),12981.94
2024-11-24,Maize (ذرة صفراء),13087.65
2024-11-25,Maize (ذرة صفراء),12920.24
2024-11-26,Maize (ذرة صفراء),12922.19
2024-11-27,Maize (ذرة صفراء),12900.95
2024-11-28,Maize (ذرة صفراء),12950.6
2024-11-29,Maize (ذرة صفراء),12961.52
2024-11-30,Maize (ذرة صفراء),12890.61
2024-12-01,Maize (ذرة صفراء),12856.7
2024-12-02,Maize (ذرة صفراء),12782.48
2024-12-03,Maize (ذرة صفراء),12867.59
2024-12-04,Maize (ذرة صفراء),12863.27
2024-12-05,Maize (ذرة صفراء),13018.96
2024-12-06,Maize (ذرة صفراء),13008.11
2024-12-07,Maize (ذرة صفراء),12942.44
2024-12-08,Maize (ذرة صفراء),12808.53
2024-12-09,Maize (ذرة صفراء),12650.25
2024-12-10,Maize (ذرة صفراء),12510.82
2024-12-11,Maize (ذرة صفراء),12528.98
2024-12-12,Maize (ذرة صفراء),12567.9
2024-12-13,Maize (ذرة صفراء),12429.41
2024-12-14,Maize (ذرة صفراء),12501.64
2024-12-15,Maize (ذرة صفراء),12456.96
2024-12-16,Maize (ذرة صفراء),12466.05
2024-12-17,Maize (ذرة صفراء),12599.95
2024-12-18,Maize (ذرة صفراء),12673.27
2024-12-19,Maize (ذرة صفراء),12647.78
2024-12-20,Maize (ذرة صفراء),12569.61
2024-12-21,Maize (ذرة صفراء),12384.51
2024-12-22,Maize (ذرة صفراء),12321.44
2024-12-23,Maize (ذرة صفراء),12301.79
2024-12-24,Maize (ذرة صفراء),12216.42
2024-12-25,Maize (ذرة صفراء),12204.05
2024-12-26,Maize (ذرة صفراء),12209.61
2024-12-27,Maize (ذرة صفراء),12189.76
2024-12-28,Maize (ذرة صفراء),12134.02
2024-12-29,Maize (ذرة صفراء),12148.12
2024-12-30,Maize (ذرة صفراء),12185.68
2024-12-31,Maize (ذرة صفراء),12093.24
2025-01-01,Maize (ذرة صفراء),12213.41
2025-01-02,Maize (ذرة صفراء),12205.52
2025-01-03,Maize (ذرة صفراء),12207.85
2025-01-04,Maize (ذرة صفراء),12269.03
2025-01-05,Maize (ذرة صفراء),12290.07
2025-01-06,Maize (ذرة صفراء),12372.55
2025-01-07,Maize (ذرة صفراء),12398.65
2025-01-08,Maize (ذرة صفراء),12348.54
2025-01-09,Maize (ذرة صفراء),12381.46
2025-01-10,Maize (ذرة صفراء),12286.67
2025-01-11,Maize (ذرة صفراء),12298.56
2025-01-12,Maize (ذرة صفراء),12298.64
2025-01-13,Maize (ذرة صفراء),12284.09
2025-01-14,Maize (ذرة صفراء),12276.55
2025-01-15,Maize (ذرة صفراء),12120.21
2025-01-16,Maize (ذرة صفراء),12077.42
2025-01-17,Maize (ذرة صفراء),12089.4
2025-01-18,Maize (ذرة صفراء),12107.31
2025-01-19,Maize (ذرة صفراء),12024.51
2025-01-20,Maize (ذرة صفراء),12136.87
2025-01-21,Maize (ذرة صفراء),12068.26
2025-01-22,Maize (ذرة صفراء),12155.9
2025-01-23,Maize (ذرة صفراء),12197.68
2025-01-24,Maize (ذرة صفراء),12148.43
2025-01-25,Maize (ذرة صفراء),12305.25
2025-01-26,Maize (ذرة صفراء),12209.92
2025-01-27,Maize (ذرة صفراء),12294.4
2025-01-28,Maize (ذرة صفراء),12386.01
2025-01-29,Maize (ذرة صفراء),12335.79
2025-01-30,Maize (ذرة صفراء),12461.15
2025-01-31,Maize (ذرة صفراء),12447.1
2025-02-01,Maize (ذرة صفراء),12479.05
2025-02-02,Maize (ذرة صفراء),12508.8
2025-02-03,Maize (ذرة صفراء),12505.21
2025-02-04,Maize (ذرة صفراء),12582.16
2025-02-05,Maize (ذرة صفراء),12657.83
2025-02-06,Maize (ذرة صفراء),12517.63
2025-02-07,Maize (ذرة صفراء),12637.12
2025-02-08,Maize (ذرة صفراء),12504.62
2025-02-09,Maize (ذرة صفراء),12601.39
2025-02-10,Maize (ذرة صفراء),12706.35
2025-02-11,Maize (ذرة صفراء),12622.99
2025-02-12,Maize (ذرة صفراء),12597.63
2025-02-13,Maize (ذرة صفراء),12513.37
2025-02-14,Maize (ذرة صفراء),12505.02
2025-02-15,Maize (ذرة صفراء),12488.91
2025-02-16,Maize (ذرة صفراء),12565.44
2025-02-17,Maize (ذرة صفراء),12687.23
2025-02-18,Maize (ذرة صفراء),12816.45
2025-02-19,Maize (ذرة صفراء),12779.41
2025-02-20,Maize (ذرة صفراء),12772.52
2025-02-21,Maize (ذرة صفراء),12640.48
2025-02-22,Maize (ذرة صفراء),12583.19
2025-02-23,Maize (ذرة صفراء),12676.55
2025-02-24,Maize (ذرة صفراء),12825.38
2025-02-25,Maize (ذرة صفراء),12732.09
2025-02-26,Maize (ذرة صفراء),12693.51
2025-02-27,Maize (ذرة صفراء),12703.17
2025-02-28,Maize (ذرة صفراء),12739.03
2025-03-01,Maize (ذرة صفراء),12682.38
2025-03-02,Maize (ذرة صفراء),12730.71
2025-03-03,Maize (ذرة صفراء),12702.84
2025-03-04,Maize (ذرة صفراء),12714.14
2025-03-05,Maize (ذرة صفراء),12773.21
2025-03-06,Maize (ذرة صفراء),12786.5
2025-03-07,Maize (ذرة صفراء),12762.26
2025-03-08,Maize (ذرة صفراء),12765.89
2025-03-09,Maize (ذرة صفراء),12771.43
2025-03-10,Maize (ذرة صفراء),12753.11
2025-03-11,Maize (ذرة صفراء),12744.35
2025-03-12,Maize (ذرة صفراء),12893.55
2025-03-13,Maize (ذرة صفراء),12954.62
2025-03-14,Maize (ذرة صفراء),12942.98
2025-03-15,Maize (ذرة صفراء),13015.77
2025-03-16,Maize (ذرة صفراء),13001.01
2025-03-17,Maize (ذرة صفراء),13114.4
2025-03-18,Maize (ذرة صفراء),13159.57
2025-03-19,Maize (ذرة صفراء),13164.24
2025-03-20,Maize (ذرة صفراء),13216.15
2025-03-21,Maize (ذرة صفراء),13096.53
2025-03-22,Maize (ذرة صفراء),13014.7
2025-03-23,Maize (ذرة صفراء),12927.21
2025-03-24,Maize (ذرة صفراء),12953.38
2025-03-25,Maize (ذرة صفراء),13114.7
2025-03-26,Maize (ذرة صفراء),13318.45
2025-03-27,Maize (ذرة صفراء),13386.79
2025-03-28,Maize (ذرة صفراء),13443.49
2025-03-29,Maize (ذرة صفراء),13304.54
2025-03-30,Maize (ذرة صفراء),13272.57
2025-03-31,Maize (ذرة صفراء),13219.77
2025-04-01,Maize (ذرة صفراء),13181.17
2025-04-02,Maize (ذرة صفراء),13181.04
2025-04-03,Maize (ذرة صفراء),13155.07
2025-04-04,Maize (ذرة صفراء),13000.99
2025-04-05,Maize (ذرة صفراء),13078.69
2025-04-06,Maize (ذرة صفراء),13001.63
2025-04-07,Maize (ذرة صفراء),13036.06
2025-04-08,Maize (ذرة صفراء),13226.43
2025-04-09,Maize (ذرة صفراء),13162.33
2025-04-10,Maize (ذرة صفراء),12961.26
2025-04-11,Maize (ذرة صفراء),12950.91
2025-04-12,Maize (ذرة صفراء),13058.42
2025-04-13,Maize (ذرة صفراء),13238.76
2025-04-14,Maize (ذرة صفراء),13148.07
2025-04-15,Maize (ذرة صفراء),13204.06
2025-04-16,Maize (ذرة صفراء),13178.23
2025-04-17,Maize (ذرة صفراء),13182.87
2025-04-18,Maize (ذرة صفراء),13421.22
2025-04-19,Maize (ذرة صفراء),13306.98
2025-04-20,Maize (ذرة صفراء),13341.98
2025-04-21,Maize (ذرة صفراء),13395.09
2025-04-22,Maize (ذرة صفراء),13500.66
2025-04-23,Maize (ذرة صفراء),13522.17
2025-04-24,Maize (ذرة صفراء),13561.45
2025-04-25,Maize (ذرة صفراء),13541.16
2025-04-26,Maize (ذرة صفراء),13576.93
2025-04-27,Maize (ذرة صفراء),13560.56
2025-04-28,Maize (ذرة صفراء),13626.08
2025-04-29,Maize (ذرة صفراء),13607.25
2025-04-30,Maize (ذرة صفراء),13651.77
2025-05-01,Maize (ذرة صفراء),13661.63
2025-05-02,Maize (ذرة صفراء),13769.57
2025-05-03,Maize (ذرة صفراء),13777.31
2025-05-04,Maize (ذرة صفراء),13638.57
2025-05-05,Maize (ذرة صفراء),13757.68
2025-05-06,Maize (ذرة صفراء),13692.4
2025-05-07,Maize (ذرة صفراء),13648.4
2025-05-08,Maize (ذرة صفراء),13609.19
2025-05-09,Maize (ذرة صفراء),13737.3
2025-05-10,Maize (ذرة صفراء),13566.89
2025-05-11,Maize (ذرة صفراء),13844.58
2025-05-12,Maize (ذرة صفراء),13945.17
2025-05-13,Maize (ذرة صفراء),13974.8
2025-05-14,Maize (ذرة صفراء),13980.64
2025-05-15,Maize (ذرة صفراء),14015.25
2025-05-16,Maize (ذرة صفراء),14069.71
2025-05-17,Maize (ذرة صفراء),14134.55
2025-05-18,Maize (ذرة صفراء),14191.6
2025-05-19,Maize (ذرة صفراء),14208.85
2025-05-20,Maize (ذرة صفراء),14201.54
2025-05-21,Maize (ذرة صفراء),14197.97
2025-05-22,Maize (ذرة صفراء),14190.5
2025-05-23,Maize (ذرة صفراء),14295.77
2025-05-24,Maize (ذرة صفراء),14354.94
2025-05-25,Maize (ذرة صفراء),14113.53
2025-05-26,Maize (ذرة صفراء),14177.61
2025-05-27,Maize (ذرة صفراء),14202.29
2025-05-28,Maize (ذرة صفراء),14208.63
2025-05-29,Maize (ذرة صفراء),14183.33
2025-05-30,Maize (ذرة صفراء),14286.4
2025-05-31,Maize (ذرة صفراء),14374.25
2025-06-01,Maize (ذرة صفراء),14315.66
2025-06-02,Maize (ذرة صفراء),14357.14
2025-06-03,Maize (ذرة صفراء),14281.23
2025-06-04,Maize (ذرة صفراء),14170.42
2025-06-05,Maize (ذرة صفراء),14123.39
2025-06-06,Maize (ذرة صفراء),14202.71
2025-06-07,Maize (ذرة صفراء),14289.53
2025-06-08,Maize (ذرة صفراء),14338.72
2025-06-09,Maize (ذرة صفراء),14405.7
2025-06-10,Maize (ذرة صفراء),14454.7
2025-06-11,Maize (ذرة صفراء),14405.07
2025-06-12,Maize (ذرة صفراء),14446.45
2025-06-13,Maize (ذرة صفراء),14518.92
2025-06-14,Maize (ذرة صفراء),14587.24
2025-06-15,Maize (ذرة صفراء),14692.27
2025-06-16,Maize (ذرة صفراء),14756.21
2025-06-17,Maize (ذرة صفراء),14789.58
2025-06-18,Maize (ذرة صفراء),14883.8
2025-06-19,Maize (ذرة صفراء),14884.58
2025-06-20,Maize (ذرة صفراء),14812.4
2025-06-21,Maize (ذرة صفراء),14801.09
2025-06-22,Maize (ذرة صفراء),14740.08
2025-06-23,Maize (ذرة صفراء),14684.75
2025-06-24,Maize (ذرة صفراء),14674.29
2025-06-25,Maize (ذرة صفراء),14608.52
2025-06-26,Maize (ذرة صفراء),14583.68
2025-06-27,Maize (ذرة صفراء),14423.82
2025-06-28,Maize (ذرة صفراء),14442.8
2025-06-29,Maize (ذرة صفراء),14443.52
2025-06-30,Maize (ذرة صفراء),14374.43
2025-07-01,Maize (ذرة صفراء),14430.59
2025-07-02,Maize (ذرة صفراء),14510.16
2025-07-03,Maize (ذرة صفراء),14373.15
2025-07-04,Maize (ذرة صفراء),14307.71
2025-07-05,Maize (ذرة صفراء),14241.48
2025-07-06,Maize (ذرة صفراء),14160.49
2025-07-07,Maize (ذرة صفراء),14229.66
2025-07-08,Maize (ذرة صفراء),14211.6
2025-07-09,Maize (ذرة صفراء),14187.29
2025-07-10,Maize (ذرة صفراء),14014.9
2025-07-11,Maize (ذرة صفراء),14066.6
2025-07-12,Maize (ذرة صفراء),13958.72
2025-07-13,Maize (ذرة صفراء),13961.03
2025-07-14,Maize (ذرة صفراء),13981.58
